Date,Transaction Description,Category,Amount,Type,UserID,TransactionID,Currency,Merchant,Account Name
3/3/2020,World enter.,Rent,1742.33,Expense,US001,PFD040,USD,Landlord,Savings Account
3/4/2020,Institution whatever yet.,Entertainment,314.15,Expense,US001,PFD041,USD,Spotify,Checking Account
3/4/2020,Choice father why often.,Food & Drink,1201.9,Expense,US001,PFD042,USD,McDonalds,Checking Account
3/9/2020,Security arm.,Rent,1858.91,Expense,US001,PFD043,USD,Landlord,Savings Account
3/9/2020,Me system church whether.,Travel,486.51,Expense,US001,PFD044,USD,Generic Merchant,Checking Account
3/11/2020,Attention attack technology.,Rent,180.45,Expense,US001,PFD045,USD,Landlord,Savings Account
3/11/2020,Walk now often.,Rent,1956.19,Expense,US001,PFD046,USD,Landlord,Savings Account
3/12/2020,Bank price north first end.,Utilities,265.5,Expense,US001,PFD047,USD,Duke Energy,Checking Account
3/12/2020,Enter capital population.,Utilities,537.46,Expense,US001,PFD048,USD,AT&T,Checking Account
3/14/2020,Upon very act perform.,Shopping,1929.08,Expense,US001,PFD049,USD,Walmart,Savings Account
3/15/2020,Available defense.,Entertainment,1428.77,Expense,US001,PFD050,USD,Hulu,Credit Card
3/18/2020,Value thing these.,Health & Fitness,881.82,Expense,US001,PFD051,USD,Generic Merchant,Checking Account
3/21/2020,Citizen street region.,Rent,503.33,Expense,US001,PFD052,USD,Apartment Complex,Savings Account
3/23/2020,Property never.,Investment,2385,Income,US001,PFD053,USD,Charles Schwab,Savings Account
3/23/2020,Enough threat score.,Food & Drink,151.28,Expense,US001,PFD054,USD,McDonalds,Credit Card
3/24/2020,Example decision garden.,Entertainment,144.13,Expense,US001,PFD055,USD,Spotify,Credit Card
3/28/2020,Major town suffer begin.,Other,1080,Income,US001,PFD056,USD,Generic Merchant,Checking Account
4/1/2020,Analysis four capital.,Travel,1341.27,Expense,US001,PFD057,USD,Generic Merchant,Checking Account
4/5/2020,Scientist necessary into.,Utilities,1449.47,Expense,US001,PFD058,USD,AT&T,Checking Account
4/6/2020,Away third.,Salary,493.56,Expense,US001,PFD059,USD,Generic Merchant,Checking Account
4/6/2020,Along hard need involve among.,Shopping,388.92,Expense,US001,PFD060,USD,Amazon,Checking Account
4/10/2020,Together decide.,Other,3402,Income,US001,PFD061,USD,Generic Merchant,Savings Account
4/17/2020,Government nice.,Salary,1729.04,Expense,US001,PFD062,USD,Generic Merchant,Savings Account
4/17/2020,See understand door class son.,Investment,996,Income,US001,PFD063,USD,Robinhood,Checking Account
4/18/2020,Agent say forward us.,Health & Fitness,1603.18,Expense,US001,PFD064,USD,Generic Merchant,Savings Account
4/22/2020,City red him.,Investment,2058,Income,US001,PFD065,USD,Fidelity,Savings Account
4/23/2020,Develop staff least figure.,Utilities,849.54,Expense,US001,PFD066,USD,Con Edison,Checking Account
4/25/2020,Age cover foreign.,Entertainment,1750.23,Expense,US001,PFD067,USD,Spotify,Savings Account
4/26/2020,Go meeting quickly.,Investment,914,Income,US001,PFD068,USD,Fidelity,Savings Account
4/26/2020,Voice boy wife condition.,Food & Drink,1938.3,Expense,US001,PFD069,USD,Starbucks,Savings Account
4/27/2020,Board its.,Entertainment,340.96,Expense,US001,PFD070,USD,Netflix,Credit Card
4/27/2020,Paper memory history office.,Entertainment,1730.65,Expense,US001,PFD071,USD,AMC Theatres,Savings Account
4/29/2020,Remember ability.,Utilities,764.16,Expense,US001,PFD072,USD,Verizon,Checking Account
4/30/2020,Hair attorney professional.,Travel,1853.77,Expense,US001,PFD073,USD,Generic Merchant,Savings Account
5/1/2020,Finish summer rest feel finally.,Travel,851.78,Expense,US001,PFD074,USD,Generic Merchant,Checking Account
5/3/2020,I fast camera inside.,Salary,318.05,Expense,US001,PFD075,USD,Generic Merchant,Checking Account
5/3/2020,Past feeling nature.,Food & Drink,1162.57,Expense,US001,PFD076,USD,Subway,Checking Account
5/5/2020,Expert involve oil.,Health & Fitness,123.76,Expense,US001,PFD077,USD,Generic Merchant,Checking Account
5/6/2020,Kid put memory soldier.,Utilities,123.19,Expense,US001,PFD078,USD,AT&T,Checking Account
5/6/2020,Exist professional.,Utilities,146.36,Expense,US001,PFD079,USD,Duke Energy,Checking Account
5/7/2020,Stand seem.,Investment,3807,Income,US001,PFD080,USD,Fidelity,Savings Account
5/11/2020,Southern challenge animal.,Investment,825,Income,US001,PFD081,USD,Robinhood,Savings Account
5/12/2020,Sure authority increase picture create.,Shopping,1318.17,Expense,US001,PFD082,USD,Amazon,Checking Account
5/13/2020,Hundred challenge reach throughout.,Health & Fitness,1870.07,Expense,US001,PFD083,USD,Generic Merchant,Savings Account
5/14/2020,Despite sound receive let.,Health & Fitness,484.99,Expense,US001,PFD084,USD,Generic Merchant,Checking Account
5/15/2020,True building card.,Travel,919.88,Expense,US001,PFD085,USD,Generic Merchant,Checking Account
5/16/2020,Write other wear through partner.,Rent,28.54,Expense,US001,PFD086,USD,Apartment Complex,Savings Account
5/17/2020,Store natural today season.,Rent,155.79,Expense,US001,PFD087,USD,Apartment Complex,Savings Account
5/19/2020,Else easy point she.,Travel,273.59,Expense,US001,PFD088,USD,Generic Merchant,Checking Account
5/20/2020,Phone ever back experience.,Rent,1759.75,Expense,US001,PFD089,USD,Apartment Complex,Savings Account
5/21/2020,Floor music catch discuss.,Utilities,881.99,Expense,US001,PFD090,USD,AT&T,Checking Account
5/25/2020,Ask imagine my.,Travel,1227.24,Expense,US001,PFD091,USD,Generic Merchant,Checking Account
5/27/2020,Deal information.,Food & Drink,1339.05,Expense,US001,PFD092,USD,Starbucks,Credit Card
5/28/2020,Task she.,Rent,1878.47,Expense,US001,PFD093,USD,Landlord,Savings Account
5/29/2020,Accept goal send table.,Investment,1376,Income,US001,PFD094,USD,Fidelity,Checking Account
5/30/2020,Section national owner determine detail.,Utilities,551.97,Expense,US001,PFD095,USD,Duke Energy,Checking Account
5/31/2020,Ahead from quickly identify.,Health & Fitness,415.16,Expense,US001,PFD096,USD,Generic Merchant,Checking Account
5/31/2020,Try wonder move trade.,Travel,1015.76,Expense,US001,PFD097,USD,Generic Merchant,Checking Account
6/1/2020,Base investment.,Food & Drink,193.67,Expense,US001,PFD098,USD,Subway,Credit Card
6/2/2020,Anyone here deep.,Travel,97.73,Expense,US001,PFD099,USD,Generic Merchant,Checking Account
6/5/2020,Seven here sell story.,Utilities,1277.86,Expense,US001,PFD100,USD,Duke Energy,Checking Account
6/6/2020,Like see.,Salary,1107.84,Expense,US001,PFD101,USD,Generic Merchant,Checking Account
6/7/2020,Difference attention whatever american.,Food & Drink,232.63,Expense,US001,PFD102,USD,Subway,Credit Card
6/8/2020,Current after charge.,Utilities,1095.72,Expense,US001,PFD103,USD,Con Edison,Checking Account
6/9/2020,Prove nor design record.,Utilities,865.28,Expense,US001,PFD104,USD,Duke Energy,Checking Account
6/9/2020,Paper white responsibility.,Other,826,Income,US001,PFD105,USD,Generic Merchant,Checking Account
6/10/2020,Blue agent find.,Entertainment,1367.31,Expense,US001,PFD106,USD,AMC Theatres,Checking Account
6/10/2020,Walk cup option store.,Health & Fitness,1562.43,Expense,US001,PFD107,USD,Generic Merchant,Savings Account
6/11/2020,Recent feeling.,Shopping,1947.94,Expense,US001,PFD108,USD,Best Buy,Savings Account
6/11/2020,Site girl into have media.,Entertainment,1730.57,Expense,US001,PFD109,USD,Spotify,Savings Account
6/12/2020,Support state.,Utilities,1764.02,Expense,US001,PFD110,USD,Verizon,Savings Account
6/14/2020,Whether player stock religious.,Other,3872,Income,US001,PFD111,USD,Generic Merchant,Savings Account
6/15/2020,Safe whole establish.,Entertainment,540.94,Expense,US001,PFD112,USD,Netflix,Checking Account
6/18/2020,Let stay or focus.,Rent,771.26,Expense,US001,PFD113,USD,Zillow Rentals,Savings Account
6/18/2020,Everything late.,Other,2322,Income,US001,PFD114,USD,Generic Merchant,Savings Account
6/18/2020,Particular her agreement surface consider.,Other,3364,Income,US001,PFD115,USD,Generic Merchant,Savings Account
6/19/2020,Something future they red.,Entertainment,453.62,Expense,US001,PFD116,USD,AMC Theatres,Credit Card
6/19/2020,Act way beat result major.,Shopping,663.24,Expense,US001,PFD117,USD,Best Buy,Credit Card
6/21/2020,Position make society behavior.,Travel,708.78,Expense,US001,PFD118,USD,Generic Merchant,Checking Account
6/21/2020,Reality fill ok list.,Health & Fitness,1879.08,Expense,US001,PFD119,USD,Generic Merchant,Savings Account
6/22/2020,International second former reflect.,Other,1962,Income,US001,PFD120,USD,Generic Merchant,Savings Account
6/22/2020,Edge building court.,Travel,86.13,Expense,US001,PFD121,USD,Generic Merchant,Checking Account
6/24/2020,Week real course school everybody.,Health & Fitness,1459.8,Expense,US001,PFD122,USD,Generic Merchant,Checking Account
6/30/2020,Executive beyond create dinner conference.,Rent,776.54,Expense,US001,PFD123,USD,Apartment Complex,Savings Account
6/30/2020,Call animal approach factor want.,Travel,98.33,Expense,US001,PFD124,USD,Generic Merchant,Checking Account
7/2/2020,Their off.,Entertainment,734.8,Expense,US001,PFD125,USD,Spotify,Credit Card
7/3/2020,Key continue anything wait.,Other,3071,Income,US001,PFD126,USD,Generic Merchant,Savings Account
7/4/2020,State husband.,Rent,1442.31,Expense,US001,PFD127,USD,Landlord,Savings Account
7/5/2020,Picture approach chance none fight.,Travel,1337.12,Expense,US001,PFD128,USD,Generic Merchant,Checking Account
7/6/2020,Newspaper indicate other.,Travel,1113.28,Expense,US001,PFD129,USD,Generic Merchant,Checking Account
7/6/2020,Herself training father open investment.,Other,1925,Income,US001,PFD130,USD,Generic Merchant,Savings Account
7/8/2020,Art whether between several personal.,Travel,818.09,Expense,US001,PFD131,USD,Generic Merchant,Checking Account
7/11/2020,Church community.,Travel,580.96,Expense,US001,PFD132,USD,Generic Merchant,Checking Account
7/12/2020,Able late order.,Health & Fitness,935.33,Expense,US001,PFD133,USD,Generic Merchant,Checking Account
7/12/2020,Discuss religious.,Entertainment,1027.24,Expense,US001,PFD134,USD,Hulu,Credit Card
7/13/2020,Reach under.,Utilities,1321.11,Expense,US001,PFD135,USD,Duke Energy,Checking Account
7/17/2020,Boy different chance enter.,Health & Fitness,195.84,Expense,US001,PFD136,USD,Generic Merchant,Checking Account
7/20/2020,Arrive society.,Entertainment,1348.86,Expense,US001,PFD137,USD,Netflix,Credit Card
7/21/2020,Keep light fight.,Entertainment,303.23,Expense,US001,PFD138,USD,AMC Theatres,Credit Card
7/21/2020,Matter management ball.,Other,1096,Income,US001,PFD139,USD,Generic Merchant,Checking Account
7/22/2020,Same page ago director.,Entertainment,1439.51,Expense,US001,PFD140,USD,Hulu,Checking Account
7/22/2020,Week yourself public especially american.,Shopping,495.53,Expense,US001,PFD141,USD,Best Buy,Credit Card
7/22/2020,Million kind everything young.,Food & Drink,1786.39,Expense,US001,PFD142,USD,McDonalds,Savings Account
7/23/2020,Why like impact fly.,Rent,1559.06,Expense,US001,PFD143,USD,Landlord,Savings Account
7/24/2020,Form really explain.,Salary,109.93,Expense,US001,PFD144,USD,Generic Merchant,Checking Account
7/28/2020,Already because education break significant.,Rent,918.36,Expense,US001,PFD145,USD,Landlord,Savings Account
7/28/2020,Price my.,Health & Fitness,1900.58,Expense,US001,PFD146,USD,Generic Merchant,Savings Account
7/29/2020,Could gun.,Shopping,1662.83,Expense,US001,PFD147,USD,Walmart,Savings Account
7/30/2020,Kind appear environment capital explain.,Utilities,1489.87,Expense,US001,PFD148,USD,Con Edison,Checking Account
7/31/2020,Ahead picture son.,Travel,1506.04,Expense,US001,PFD149,USD,Generic Merchant,Savings Account
8/1/2020,Nearly need behavior.,Travel,1533.97,Expense,US001,PFD150,USD,Generic Merchant,Savings Account
8/1/2020,Water positive child usually.,Entertainment,556.45,Expense,US001,PFD151,USD,Netflix,Checking Account
8/1/2020,Relate indeed lot line lead.,Other,2420,Income,US001,PFD152,USD,Generic Merchant,Savings Account
8/2/2020,Course out second carry.,Health & Fitness,1787.12,Expense,US001,PFD153,USD,Generic Merchant,Savings Account
8/3/2020,Significant take future.,Investment,2394,Income,US001,PFD154,USD,Charles Schwab,Savings Account
8/4/2020,Star executive fear.,Utilities,1415.77,Expense,US001,PFD155,USD,Con Edison,Checking Account
8/4/2020,Your majority chance mrs generation.,Other,3210,Income,US001,PFD156,USD,Generic Merchant,Savings Account
8/4/2020,Help usually thank wonder draw.,Shopping,133.91,Expense,US001,PFD157,USD,Amazon,Checking Account
8/5/2020,Task improve fish.,Shopping,1810.63,Expense,US001,PFD158,USD,Target,Savings Account
8/5/2020,History professional star wonder.,Food & Drink,1714.9,Expense,US001,PFD159,USD,Subway,Savings Account
8/6/2020,Call whole.,Shopping,959.19,Expense,US001,PFD160,USD,Target,Credit Card
8/8/2020,Them key.,Travel,1509.42,Expense,US001,PFD161,USD,Generic Merchant,Savings Account
8/8/2020,Address century that wide.,Shopping,1081.06,Expense,US001,PFD162,USD,Best Buy,Checking Account
8/9/2020,Sit enter perhaps however.,Entertainment,981.58,Expense,US001,PFD163,USD,Hulu,Checking Account
8/13/2020,System teacher here first.,Salary,67.76,Expense,US001,PFD164,USD,Generic Merchant,Checking Account
8/14/2020,Along attention piece tv young.,Shopping,1451.12,Expense,US001,PFD165,USD,Amazon,Credit Card
8/16/2020,Within set region beyond.,Utilities,1961.64,Expense,US001,PFD166,USD,Con Edison,Savings Account
8/17/2020,Tough animal someone.,Shopping,1187.87,Expense,US001,PFD167,USD,Target,Credit Card
8/18/2020,Hear certainly most not.,Rent,1289.07,Expense,US001,PFD168,USD,Apartment Complex,Savings Account
8/19/2020,Company participant him.,Other,1988,Income,US001,PFD169,USD,Generic Merchant,Savings Account
8/20/2020,Tree central leave effect.,Other,3181,Income,US001,PFD170,USD,Generic Merchant,Savings Account
8/21/2020,Together let.,Health & Fitness,681.63,Expense,US001,PFD171,USD,Generic Merchant,Checking Account
8/21/2020,Citizen kid generation onto police.,Travel,1506.5,Expense,US001,PFD172,USD,Generic Merchant,Savings Account
8/22/2020,Lead few yourself.,Travel,1671.47,Expense,US001,PFD173,USD,Generic Merchant,Savings Account
8/22/2020,Down occur.,Food & Drink,1999.82,Expense,US001,PFD174,USD,Subway,Savings Account
8/26/2020,Yeah far within.,Rent,1564.65,Expense,US001,PFD175,USD,Landlord,Savings Account
8/27/2020,Account ten sing.,Food & Drink,1899.73,Expense,US001,PFD176,USD,McDonalds,Savings Account
8/27/2020,Seat strategy total simply discover.,Investment,1748,Income,US001,PFD177,USD,Robinhood,Savings Account
8/29/2020,Pm per question.,Salary,1342.22,Expense,US001,PFD178,USD,Generic Merchant,Checking Account
8/30/2020,Best physical always small almost.,Entertainment,935.42,Expense,US001,PFD179,USD,AMC Theatres,Checking Account
8/31/2020,Bed far section.,Health & Fitness,343.9,Expense,US001,PFD180,USD,Generic Merchant,Checking Account
9/1/2020,Car much will.,Rent,1557.81,Expense,US001,PFD181,USD,Landlord,Savings Account
9/5/2020,Tree store either station.,Other,1385,Income,US001,PFD182,USD,Generic Merchant,Checking Account
9/5/2020,Second full boy.,Travel,1155.84,Expense,US001,PFD183,USD,Generic Merchant,Checking Account
9/6/2020,Senior difficult put.,Shopping,799.34,Expense,US001,PFD184,USD,Target,Credit Card
9/7/2020,Hand so add mr lawyer.,Rent,1188.27,Expense,US001,PFD185,USD,Zillow Rentals,Savings Account
9/8/2020,Herself police he push likely.,Entertainment,212.78,Expense,US001,PFD186,USD,Hulu,Credit Card
9/11/2020,Trip determine as statement.,Rent,1594.49,Expense,US001,PFD187,USD,Landlord,Savings Account
9/11/2020,Bring animal also you.,Food & Drink,700.94,Expense,US001,PFD188,USD,McDonalds,Checking Account
9/11/2020,Doctor mr.,Health & Fitness,147.22,Expense,US001,PFD189,USD,Generic Merchant,Checking Account
9/16/2020,He we recent music.,Food & Drink,1700.66,Expense,US001,PFD190,USD,Starbucks,Savings Account
9/17/2020,Those pressure street.,Rent,872.71,Expense,US001,PFD191,USD,Landlord,Savings Account
9/17/2020,Allow have kitchen.,Salary,1417.54,Expense,US001,PFD192,USD,Generic Merchant,Checking Account
9/18/2020,Between rate name within.,Travel,1235.67,Expense,US001,PFD193,USD,Generic Merchant,Checking Account
9/18/2020,Huge couple.,Salary,935.1,Expense,US001,PFD194,USD,Generic Merchant,Checking Account
9/22/2020,Begin deep police wife.,Travel,651.39,Expense,US001,PFD195,USD,Generic Merchant,Checking Account
9/22/2020,During call north attention.,Rent,565.07,Expense,US001,PFD196,USD,Zillow Rentals,Savings Account
9/22/2020,Only spend do.,Salary,1144,Expense,US001,PFD197,USD,Generic Merchant,Checking Account
9/23/2020,Able teach certain candidate economy.,Health & Fitness,67.11,Expense,US001,PFD198,USD,Generic Merchant,Checking Account
9/23/2020,Produce ago.,Utilities,980.22,Expense,US001,PFD199,USD,Duke Energy,Checking Account
9/25/2020,So draw food company.,Travel,687.27,Expense,US001,PFD200,USD,Generic Merchant,Checking Account
9/27/2020,Score moment second.,Travel,1116.02,Expense,US001,PFD201,USD,Generic Merchant,Checking Account
9/27/2020,Sing message board mean.,Entertainment,180.37,Expense,US001,PFD202,USD,AMC Theatres,Checking Account
9/27/2020,Feeling poor all your suggest.,Salary,1114.8,Expense,US001,PFD203,USD,Generic Merchant,Checking Account
9/29/2020,Make travel.,Salary,1295.35,Expense,US001,PFD204,USD,Generic Merchant,Checking Account
9/30/2020,Focus chance.,Food & Drink,195.18,Expense,US001,PFD205,USD,McDonalds,Checking Account
10/1/2020,Person one republican.,Entertainment,619.35,Expense,US001,PFD206,USD,Netflix,Checking Account
10/3/2020,Most law painting between reduce.,Salary,1111.41,Expense,US001,PFD207,USD,Generic Merchant,Checking Account
10/4/2020,Involve thousand including.,Health & Fitness,710.1,Expense,US001,PFD208,USD,Generic Merchant,Checking Account
10/7/2020,Indeed believe interview professor.,Travel,510.29,Expense,US001,PFD209,USD,Generic Merchant,Checking Account
10/7/2020,Rather listen before.,Investment,3084,Income,US001,PFD210,USD,Vanguard,Savings Account
10/7/2020,It season.,Investment,2069,Income,US001,PFD211,USD,Fidelity,Savings Account
10/8/2020,News only no.,Salary,560.23,Expense,US001,PFD212,USD,Generic Merchant,Checking Account
10/8/2020,Improve them wait.,Travel,1961.22,Expense,US001,PFD213,USD,Generic Merchant,Savings Account
10/10/2020,Why outside.,Travel,462.69,Expense,US001,PFD214,USD,Generic Merchant,Checking Account
10/10/2020,Official defense.,Investment,4875,Income,US001,PFD215,USD,Vanguard,Savings Account
10/10/2020,Suggest glass news.,Investment,946,Income,US001,PFD216,USD,Vanguard,Checking Account
10/12/2020,Off southern suddenly.,Utilities,1279.36,Expense,US001,PFD217,USD,Duke Energy,Checking Account
10/14/2020,Participant price.,Rent,1746.71,Expense,US001,PFD218,USD,Apartment Complex,Savings Account
10/15/2020,Congress reflect.,Salary,962.64,Expense,US001,PFD219,USD,Generic Merchant,Checking Account
10/16/2020,Go consider century price.,Food & Drink,512.43,Expense,US001,PFD220,USD,Dunkin,Credit Card
10/16/2020,Scientist will begin.,Rent,1646.01,Expense,US001,PFD221,USD,Apartment Complex,Savings Account
10/16/2020,Heavy law church.,Rent,1158.27,Expense,US001,PFD222,USD,Apartment Complex,Savings Account
10/18/2020,Since nothing be apply.,Utilities,306.9,Expense,US001,PFD223,USD,AT&T,Checking Account
10/19/2020,Anyone bank kitchen interest parent.,Travel,179.51,Expense,US001,PFD224,USD,Generic Merchant,Checking Account
10/23/2020,Democratic mention generation.,Shopping,1216.57,Expense,US001,PFD225,USD,Best Buy,Credit Card
10/24/2020,Question or money.,Entertainment,1553.63,Expense,US001,PFD226,USD,Hulu,Savings Account
10/26/2020,Determine worker.,Salary,601.73,Expense,US001,PFD227,USD,Generic Merchant,Checking Account
10/27/2020,Daughter war.,Shopping,617.71,Expense,US001,PFD228,USD,Target,Credit Card
10/27/2020,Face build market.,Rent,1895.7,Expense,US001,PFD229,USD,Zillow Rentals,Savings Account
10/27/2020,Can mouth discover.,Entertainment,536.65,Expense,US001,PFD230,USD,Netflix,Checking Account
10/28/2020,Author technology amount affect.,Investment,1923,Income,US001,PFD231,USD,Vanguard,Savings Account
10/29/2020,Office of remember individual.,Utilities,15.32,Expense,US001,PFD232,USD,Verizon,Checking Account
10/30/2020,Again foot soon peace.,Salary,589.61,Expense,US001,PFD233,USD,Generic Merchant,Checking Account
10/31/2020,Join black.,Travel,1408.95,Expense,US001,PFD234,USD,Generic Merchant,Checking Account
11/1/2020,Hundred bad that second develop.,Entertainment,1848.58,Expense,US001,PFD235,USD,Spotify,Savings Account
11/1/2020,Member box.,Entertainment,856.03,Expense,US001,PFD236,USD,Netflix,Credit Card
11/2/2020,Town glass road.,Utilities,1817.74,Expense,US001,PFD237,USD,AT&T,Savings Account
11/4/2020,Bill eight community.,Rent,128.68,Expense,US001,PFD238,USD,Landlord,Savings Account
11/6/2020,Concern significant.,Travel,883.92,Expense,US001,PFD239,USD,Generic Merchant,Checking Account
11/7/2020,Senior service large under.,Travel,1402.47,Expense,US001,PFD240,USD,Generic Merchant,Checking Account
11/9/2020,Follow wife firm key light.,Salary,881.14,Expense,US001,PFD241,USD,Generic Merchant,Checking Account
11/10/2020,Option goal avoid.,Shopping,1471.72,Expense,US001,PFD242,USD,Walmart,Credit Card
11/10/2020,Also hard expert popular.,Food & Drink,191.74,Expense,US001,PFD243,USD,Subway,Checking Account
11/12/2020,Order his oil west school.,Food & Drink,1999.15,Expense,US001,PFD244,USD,Starbucks,Savings Account
11/12/2020,Training occur could painting.,Travel,1156.73,Expense,US001,PFD245,USD,Generic Merchant,Checking Account
11/14/2020,Whatever late specific.,Utilities,946.3,Expense,US001,PFD246,USD,Verizon,Checking Account
11/14/2020,Mean common.,Travel,371.16,Expense,US001,PFD247,USD,Generic Merchant,Checking Account
11/14/2020,Yard model particular hair.,Salary,1938.42,Expense,US001,PFD248,USD,Generic Merchant,Savings Account
11/14/2020,Impact full our smile.,Shopping,673.28,Expense,US001,PFD249,USD,Amazon,Checking Account
11/15/2020,Form newspaper.,Utilities,666.31,Expense,US001,PFD250,USD,Duke Energy,Checking Account
11/15/2020,Edge surface who.,Travel,1328.54,Expense,US001,PFD251,USD,Generic Merchant,Checking Account
11/16/2020,Bank professional true financial.,Food & Drink,915.1,Expense,US001,PFD252,USD,Subway,Credit Card
11/16/2020,Organization visit finally.,Health & Fitness,240.68,Expense,US001,PFD253,USD,Generic Merchant,Checking Account
11/17/2020,Spend prove stock school.,Food & Drink,1318.74,Expense,US001,PFD254,USD,Subway,Credit Card
11/20/2020,Position interest.,Shopping,117.87,Expense,US001,PFD255,USD,Best Buy,Credit Card
11/22/2020,Guy congress.,Salary,1254.56,Expense,US001,PFD256,USD,Generic Merchant,Checking Account
11/23/2020,Way main difficult case.,Entertainment,541.44,Expense,US001,PFD257,USD,Netflix,Credit Card
11/25/2020,Such big side.,Other,4089,Income,US001,PFD258,USD,Generic Merchant,Savings Account
11/25/2020,Product then.,Salary,251.64,Expense,US001,PFD259,USD,Generic Merchant,Checking Account
11/26/2020,Heavy class story side speak.,Entertainment,1422.47,Expense,US001,PFD260,USD,Hulu,Credit Card
11/27/2020,Analysis hair rest wide.,Food & Drink,1108.98,Expense,US001,PFD261,USD,Starbucks,Credit Card
11/27/2020,Doctor dream whole six.,Investment,4280,Income,US001,PFD262,USD,Robinhood,Savings Account
11/29/2020,Question now key show.,Utilities,1001.77,Expense,US001,PFD263,USD,Duke Energy,Checking Account
12/1/2020,Month whom stage soon.,Travel,836.83,Expense,US001,PFD264,USD,Generic Merchant,Checking Account
12/5/2020,Appear lose he.,Salary,495.02,Expense,US001,PFD265,USD,Generic Merchant,Checking Account
